leaderboard_rank,model,learner_type,hyperparameters_json,effective_hyperparameters_json,effective_ag_args_fit_json,hyperparameters_user_json,hyperparameters_fit_json,hyperparameters_nondefault_json,source_field_used,ag_args_fit_source_field_used,score_val,pred_time_val,fit_time,stack_level,can_infer
1,EBM,EBMModel,"{""cyclic_progress"": false, ""early_stopping_rounds"": 100, ""greedy_ratio"": 0.0, ""inner_bags"": 0, ""interactions"": 0, ""learning_rate"": 0.01, ""max_bins"": 128, ""max_leaves"": 3, ""max_rounds"": 3500, ""min_samples_leaf"": 150, ""outer_bags"": 1, ""validation_size"": 0.15}","{""cyclic_progress"": false, ""early_stopping_rounds"": 100, ""greedy_ratio"": 0.0, ""inner_bags"": 0, ""interactions"": 0, ""learning_rate"": 0.01, ""max_bins"": 128, ""max_leaves"": 3, ""max_rounds"": 3500, ""min_samples_leaf"": 150, ""outer_bags"": 1, ""validation_size"": 0.15}","{""get_features_kwargs"": null, ""get_features_kwargs_extra"": null, ""ignored_type_group_raw"": null, ""ignored_type_group_special"": null, ""max_memory_usage_ratio"": 0.42, ""max_time_limit"": null, ""max_time_limit_ratio"": 1.0, ""min_time_limit"": 0, ""predict_1_batch_size"": null, ""temperature_scalar"": null, ""valid_raw_types"": [""int"", ""float"", ""category""], ""valid_special_types"": null}","{""ag_args_fit"": {""max_memory_usage_ratio"": 0.42}, ""cyclic_progress"": false, ""early_stopping_rounds"": 100, ""greedy_ratio"": 0.0, ""inner_bags"": 0, ""interactions"": 0, ""learning_rate"": 0.01, ""max_bins"": 128, ""max_leaves"": 3, ""max_rounds"": 3500, ""min_samples_leaf"": 150, ""outer_bags"": 1, ""validation_size"": 0.15}",{},"[""outer_bags"", ""inner_bags"", ""interactions"", ""learning_rate"", ""validation_size"", ""greedy_ratio"", ""cyclic_progress"", ""max_rounds"", ""early_stopping_rounds"", ""max_bins"", ""min_samples_leaf"", ""max_leaves""]",hyperparameters_user,ag_args_fit,0.62808533719459,0.04219865798950195,4612.741680860519,1,True
2,WeightedEnsemble_L2,WeightedEnsembleModel,"{""ensemble_size"": 25, ""subsample_size"": 1000000}","{""ensemble_size"": 25, ""subsample_size"": 1000000}","{""drop_unique"": false, ""get_features_kwargs"": null, ""get_features_kwargs_extra"": null, ""ignored_type_group_raw"": null, ""ignored_type_group_special"": null, ""max_memory_usage_ratio"": 1.0, ""max_time_limit"": null, ""max_time_limit_ratio"": 1.0, ""min_time_limit"": 0, ""predict_1_batch_size"": null, ""temperature_scalar"": null, ""valid_raw_types"": null, ""valid_special_types"": null}","{""save_bag_folds"": true}",{},"[""save_bag_folds""]",bagged_info.child_hyperparameters,bagged_info.child_ag_args_fit,0.62808533719459,0.058635711669921875,4612.763672590256,2,True
